,ASIN,Product Title,Product Description
165,B0CL53RJML,"Oppo A79 5G (Glowing Green, 8GB RAM, 128GB Storage) | 5000 mAh Battery with 33W SUPERVOOC Charger | 50MP AI Rear Camera | 6.72"" FHD+ 90Hz Display | with No Cost EMI/Additional Exchange Offers","Big 5000 mAh Battery with All-Day AI Power Saving + 33W SUPERVOOC Charging with 5-layer charging protection to make charging safer
Make high-resolution, high-definition films with ease with 50MP AI Rear Camera ( 50MP Main + 2MP Portrait ) | 8MP Front Camera
Memory, Storage & SIM: 8 GB RAM (+ RAM expansion up to 8GB) | 128 GB ROM | Expandable Upto 1TB | Dual 5G Sim Slot
6.72"" FHD+ 90Hz Waterdrop Display with 1080x2040 pixels. Large Screen to Body ratio of 91.4%
"
166,B0CP7VSGXG,"Samsung Galaxy A15 5G (Light Blue, 8GB, 256GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 16GB Expandable RAM | MediaTek Dimensity 6100+ | 5000 mAh Battery","DISPLAY - 16.39 Centimeters (6.5""Inch) Super AMOLED Display with 19.5:9 Aspect Ratio, FHD+ Resolution with 1080 x 2340 Pixels , 399 PPI with 16M Colours and 90Hz Refresh Rate, Dragon Trail-Pro Glass Type
CAMERA - 50MP (F1.8) Main Wide Angle Camera + 5MP (F2.2) Ultra Wide Camera + 2MP (F2.4) Macro Camera | 13MP (F2.0) Front Camera | Video Maximum Resolution of Full HD (1920 x 1080) @30fps
INTERFACE & PROCESSOR - Latest Android 14 Operating System having One UI 6.0 platform with MediaTek Dimensity 6100+ | 2.2GHz, 2GHz 6nm Octa-Core Processor
BATTERY - Get a massive 5000mAh Lithium-ion Battery (Non-Removable) with C-Type Super Fast Charging (25W Charging Support)
OS UPDATES & SECURITY - Get upto 4 Generations of AndroidOS Upgrades & 5 Years of Security Updates with Samsung Galaxy A15. Includes 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories.
"
167,B0B4F2K7N1,"Samsung Galaxy M13 (Stardust Brown, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus","6000mAh lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Upto 12GB RAM with RAM Plus | 64GB internal memory expandable up to 1TB| Dual Sim (Nano)
50MP+5MP+2MP Triple camera setup- True 50MP (F1.8) main camera +5MP(F2.2)+ 2MP (F2.4) | 8MP (F2.2) front cam
Android 12,One UI Core 4 with a powerful Octa Core Processor
16.72 centimeters (6.6-inch) FHD+ LCD - infinity O Display, FHD+ resolution with 1080 x 2408 pixels resolution, 401 PPI with 16M color
"
168,B0CMTTHXQV,"Redmi 13C (Starshine Green, 8GB RAM, 256GB Storage) | Powered by 4G MediaTek Helio G85 | 90Hz Display | 50MP AI Triple Camera","Processor: High performance MediaTek G85 ; Enhance gaming with 1GHz GPU | 16GB of RAM including 8GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Triple camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Triple camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter
"
169,B0CMTXVJ87,"Redmi 13C (Starfrost White, 8GB RAM, 256GB Storage) | Powered by 4G MediaTek Helio G85 | 90Hz Display | 50MP AI Triple Camera","Processor: High performance MediaTek G85 ; Enhance gaming with 1GHz GPU | 16GB of RAM including 8GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Triple camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Triple camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter
"
170,B0BSTTK7HS,"Lava Blaze 5G (Glass Blue, 6GB RAM, UFS 2.2 128GB Storage) | 5G Ready | 50MP AI Triple Camera | Upto 11GB Expandable RAM | Charger Included | Clean Android (No Bloatware)","Supports All India 5G Bands - All sub-6mm-wave bands being auctioned and bought by Operators in India
6+5*GB RAM with UFS 2.2 compliant 128GB ROM, Expandable up to 1 TB (*Virtual RAM)
16.55cm(6.5"") HD+ 90Hz Display with Widevine L1 DRM Protection - Enjoy all your Content in High Resolution
Clean Android 12 OS and Anonymous Call Recording | 2K Video Recording with EIS support | 5000mAh Lithium Polymer Battery | Side Fingerprint Sensor
Superior performance with octa-core 2.2GHz MediaTek Dimensity 700 processor
"
171,B0CC36HMDC,"TECNO Pova 5 Pro 5G (Dark Illusion, 8GB RAM,256GB Storage)| Segment 1st 68W Ultra Fast Charging | India's 1st Multi-Colored Backlit ARC Interface | 50MP AI Dual Camera | 6.78”FHD+ Dot-in Display","Segment 1st 68W Ultra Fast Charging - 50% battery in just 15minutes | Bypass Charging for playing games | 5000mAh Battery | 10W Reverse Charging
India's 1st Multi-colored Backlit ARC Interface | Customize New multi color light effect for Notifications, Calls, Gaming, Music and others
Dimensity 6080 highly efficient 6nm 5G Processor | 2.4GHz powerful octa-core Processor with 390K antutu score | 10 5G Bands support | HyperEngine 3.0 Lite Game Engine and Panther Game Engine 3.0
Upto 16GB Expandable RAM with memory fusion | 128GB internal storage | Dedicated SD Card slot
6.78""FHD+dot-in display| Buttery smooth with 120Hz refresh rate | 240Hz touch Sampling rate | 50MP high-res dual Rear Camera | F1.6 large aperture with PDAF | 16MP Selfie Camera | NFC for quick contactless operations
2nd Largest Service Network in India | 1200+ Service Centre
"
172,B07WDK3ZS1,"vivo Y28 5G (Crystal Purple, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 50MP+2MP Rear Camera | 8MP Selfie Camera Rear flash, slow-mo
Display: 6.56 inches (16.66cm) LCD Capacitive multi-touch display 90Hz refresh rate, 269 ppi
Memory & SIM: 4GB RAM | 128GB internal memory; LPDDR4X | UFS 2.2
Battery & charging: 5000 mAh Li-ion battery with 15W charging
Side-mounted capacitive fingerprint sensor
Processor: Dimensity 6020 5G processor (based on 7nm architecture)
Camera features: Night,Portrait,Photo,Video,50 MP,Pano,Live Photo,Slo-mo,Time-Lapse,Pro,Documents
"
173,B07WFPNF7C,Vivo T2x 5G (128 GB) (6 GB RAM) (Aurora Gold),"6 GB RAM | 128 GB ROM
16.71 cm (6.58 inch) Full HD+ Display
50MP + 2MP | 8MP Front Camera
5000 mAh Battery
Dimensity 6020 Processor
"
174,B0C1GRSGXL,"TECNO Spark 10C (Meta Blue,8GB RAM,128GB Storage)|16GB Expandable RAM |90Hz Refresh Rate 6.56"" HD+Dot Display|16MP AI Dual Rear Camera","8GB LPDDR4x Physical RAM with 8GB Customizable memory fusion RAM for absolute fast response | 128GB UFS2.2 internal storage, which provides ample space for storing your photos, videos, music, and other files
16MP F1.8 larger Aperture and PDAF Primary Camera | SuperNight, AI Portrait, Pro mode, Smile Shot, Slow Motion, Time Lapse and many modes for mesmerizing shots
5.56HD+ dot display, 90Hz refresh rate for overall improved visual fluency | 180Hz touch Sampling Rate for grater gaming experience
Octa core efficient Processor | Ultra fast side Fingerprint Sensor
5000mAh battery with 26 days standby time | 10W in-box Type C Charger, faster charging
"
175,B07WHQ4S68,"vivo Y16 (Drizzling Gold, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","13MP+2MP Rear Camera | 5MP Selfie Camera
16.55 cm (6.51"" inch) HD+ LCD Display
Memory & SIM: 4GB RAM | 64GB internal memory
10W fast charging with 5000mAh battery
"
176,B07WHSQWLW,"iQOO Neo 7 Pro 5G (Fearless Flame, 12Gb Ram, 256Gb Storage) | Snapdragon 8+ Gen 1 | Independent Gaming Chip | Flagship 50Mp Ois Camera | Premium Leather Design, Orange","Snapdragon 8+ Gen 1 Mobile Platform adopts TSMC 4nm Process & has Superior Flagship Grade Performance with LPDDR5 RAM & UFS 3.1 Storage
Independent Gaming Chip boosts FPS by Game Frame Interpolation, sharpens Display with Game Display Enhancement and reduces power consumption
Takes only 8 min to charge from 1% to 50% with 120W FlashCharge in Fast Charging Mode (100% in 25 min)
Utmost clarity whether it’s Day or Night with Flagship 50MP GN5 OIS Ultra-Sensing coupled with Ultra-Wide (8MP) and Macro Camera
Motion Control, Gyroscope Enhancement, 4D Game Vibration, Voice Changer are here to level up your gaming experience
"
177,B0BKJRHV2M,"Lava Blaze 5G (Glass Green, 4GB RAM, UFS 2.2 128GB Storage) | 5G Ready | 50MP AI Triple Camera | Upto 7GB Expandable RAM | Charger Included | Clean Android (No Bloatware)","Supports All India 5G Bands - All sub-6mm-wave bands being auctioned and bought by Operators in India
4+3*GB RAM with UFS 2.2 compliant 128GB ROM, Expandable up to 1 TB (*Virtual RAM)
16.55cm(6.5"") HD+ 90Hz IPS Display with Widevine L1 DRM Protection - Enjoy all your Content in High Resolution
Clean Android 12 OS with Anonymous Call Recording | 2K Video Recording with EIS support | 5000mAh Lithium Polymer Battery | Side Fingerprint Sensor
Superior performance with octa-core 2.2GHz MediaTek Dimensity 700 processor
"
178,B0CPS84WHV,"OPPO A59 5G (Starry Black, 6GB RAM, 128GB Storage) | 5000 mAh Battery with 33W SUPERVOOC Charger | 6.56"" HD+ 90Hz Display | with No Cost EMI/Additional Exchange Offers","Big 5000 mAh Battery with smart power-saving modes to banish low battery fear + 33W SUPERVOOC super-fast flash charge paired with all round protection for safe power ups
Dive into rich, true to life colours of 6.56"" HD+ 90Hz Waterdrop Display with 1612x720 pixels
MediaTek Dimensity 6020 : 2×A76 2.2GHz, 256KB L2; 6×A55 2.0GHz, 128KB L2; 1MB L3 cache
Memory, Storage & SIM: 6 GB RAM (+ RAM expansion up to 6 GB) | 128 GB ROM | Dual 5G Sim Slot
300% Ultra volume mode + 36-Month Fluency Protection with 13MP AI Rear Camera (13MP Main + 2MP Bokeh Portrait) | 8MP Front Camera
"
179,B0C1GKQ79V,"Redmi Note 12 (Ice Blue, 6GB RAM, 64GB Storage)","Processor: Qualcomm Snapdragon 685 Octa core processor with 6nm TSMC | 6.67"" AMOLED 120Hz AdaptiveSync display with Corning Gorilla Glass Protection | 50MP Triple camera including Ultrawide and Macro |
50MP Primary sensor f/1.8 (4-in-1 super pixel) with the following modes: Photo | Ultrawide | Macro | Portrait | Panorama | Pro Mode | Night Mode | Custom Watermark | Document mode | HDR | AI scene detection | Time burst | Google Lens| Movie Frame | Voice shutter | Short Video Mode | Time Lapse | Movie frame | Macro video | Filters | Beautify | Kaleidoscope | UI-trawide Video
5000mAh(typ) battery with 33W charger in-box
MIUI 14 with Android 13 | Side fingerprint |IR blaster | 3.5mm Audio jack | IP53 rating
"
180,B0B4F52B5X,"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus","6000mAh lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Upto 12GB RAM with RAM Plus | 64GB internal memory expandable up to 1TB| Dual Sim (Nano)
50MP+5MP+2MP Triple camera setup- True 50MP (F1.8) main camera +5MP(F2.2)+ 2MP (F2.4) | 8MP (F2.2) front cam
Android 12,One UI Core 4 with a powerful Octa Core Processor
16.72 centimeters (6.6-inch) FHD+ LCD - infinity O Display, FHD+ resolution with 1080 x 2408 pixels resolution, 401 PPI with 16M color
"
181,B0CP7X5RGD,"Samsung Galaxy A15 5G (Blue, 8GB, 256GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 16GB Expandable RAM | MediaTek Dimensity 6100+ | 5000 mAh Battery","DISPLAY - 16.39 Centimeters (6.5""Inch) Super AMOLED Display with 19.5:9 Aspect Ratio, FHD+ Resolution with 1080 x 2340 Pixels , 399 PPI with 16M Colours and 90Hz Refresh Rate, Dragon Trail-Pro Glass Type
CAMERA - 50MP (F1.8) Main Wide Angle Camera + 5MP (F2.2) Ultra Wide Camera + 2MP (F2.4) Macro Camera | 13MP (F2.0) Front Camera | Video Maximum Resolution of Full HD (1920 x 1080) @30fps
INTERFACE & PROCESSOR - Latest Android 14 Operating System having One UI 6.0 platform with MediaTek Dimensity 6100+ | 2.2GHz, 2GHz 6nm Octa-Core Processor
BATTERY - Get a massive 5000mAh Lithium-ion Battery (Non-Removable) with C-Type Super Fast Charging (25W Charging Support)
OS UPDATES & SECURITY - Get upto 4 Generations of AndroidOS Upgrades & 5 Years of Security Updates with Samsung Galaxy A15. Includes 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories.
"
182,B0C59CNMP7,"Nokia C32 with 50MP Dual Rear AI Camera | Toughened Glass Back | 4GB RAM, 128GB Storage | Upto 7GB RAM with RAM Extension | 5000 mAh Battery | 1 Year Replacement Warranty | Android 13 | Breezy Mint","Take great low-light images with the 50 MP dual rear sensor that captures more light or the 8MP selfie camera, plus Night-mode for both front and back cameras.
3-day battery life with the big 5000 mAh battery and the latest AI-powered battery saving features
Toughened glass back and a metallic-finish frame that elevates the luxurious design and protects against dust and spills with an IP52 protection rating.
Android 13 out of the box with memory extension that turns 3 GB of storage space into device memory, you’ll be able to open and switch between more applications.
With a fingerprint sensor conveniently built into the power button, and face unlock.
"
183,B07WDKLFWC,"vivo Y28 5G (Glitter Aqua, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 50MP+2MP Rear Camera | 8MP Selfie Camera Rear flash, slow-mo
Display: 6.56 inches (16.66cm) LCD Capacitive multi-touch display 90Hz refresh rate, 269 ppi
Memory & SIM: 6GB RAM | 128GB internal memory; LPDDR4X | UFS 2.2
Battery & charging: 5000 mAh Li-ion battery with 15W charging
Side-mounted capacitive fingerprint sensor
Processor: Dimensity 6020 5G processor (based on 7nm architecture)
Camera features: Night,Portrait,Photo,Video,50 MP,Pano,Live Photo,Slo-mo,Time-Lapse,Pro,Documents
"
184,B0CMTX362W,"Redmi 13C (Starfrost White, 6GB RAM, 128GB Storage) | Powered by 4G MediaTek Helio G85 | 90Hz Display | 50MP AI Triple Camera","Processor: High performance MediaTek G85 ; Enhance gaming with 1GHz GPU | 12GB of RAM including 6GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Triple camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Triple camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter
"
185,B0CQ7ZS8CW,itel A70 | 12GB* RAM + 256GB ROM| 13MP Dual Rear Camera & 8MP Front Camera | 5000mAh Battery with Type-C Charging | Dynamic Bar | Side Fingerprint Sensor | Octa-Core Processor | Field Green,"Powerful Performance: Up to 12GB RAM with Memory Fusion & 256GB Storage
Crystal Clear Shots: 13MP AI Dual Rear Camera
Long-lasting Battery: 5000mAh for extended usage
Convenient Charging: Type-C Charging
Sleek Design: Display with Dynamic Bar in Field Green Color
"
186,B0CHXDVMVP,Apple iPhone 15 Plus (256 GB) - Blue,"DYNAMIC ISLAND COMES TO IPHONE 15 — Dynamic Island bubbles up alerts and Live Activities — so you don’t miss them while you’re doing something else. You can see who’s calling, track your next ride, check your flight status, and so much more.
INNOVATIVE DESIGN — iPhone 15 Plus features a durable color-infused glass and aluminum design. It’s splash, water, and dust resistant. The Ceramic Shield front is tougher than any smartphone glass. And the 6.7"" Super Retina XDR display is up to 2x brighter in the sun compared to iPhone 14.
48MP MAIN CAMERA WITH 2X TELEPHOTO — The 48MP Main camera shoots in super-high resolution. So it’s easier than ever to take standout photos with amazing detail. The 2x optical-quality Telephoto lets you frame the perfect close-up.
NEXT-GENERATION PORTRAITS — Capture portraits with dramatically more detail and color. Just tap to shift the focus between subjects — even after you take the shot.
POWERHOUSE A16 BIONIC CHIP — The superfast chip powers advanced features like computational photography, fluid Dynamic Island transitions, and Voice Isolation for phone calls. And A16 Bionic is incredibly efficient to help deliver great all-day battery life.
"
187,B0B4F2K7N1,"Samsung Galaxy M13 (Stardust Brown, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus","6000mAh lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Upto 12GB RAM with RAM Plus | 64GB internal memory expandable up to 1TB| Dual Sim (Nano)
50MP+5MP+2MP Triple camera setup- True 50MP (F1.8) main camera +5MP(F2.2)+ 2MP (F2.4) | 8MP (F2.2) front cam
Android 12,One UI Core 4 with a powerful Octa Core Processor
16.72 centimeters (6.6-inch) FHD+ LCD - infinity O Display, FHD+ resolution with 1080 x 2408 pixels resolution, 401 PPI with 16M color
"
188,B0CHWV2WYK,Apple iPhone 15 Pro Max (256 GB) - Black Titanium,"FORGED IN TITANIUM — iPhone 15 Pro Max has a strong and light aerospace-grade titanium design with a textured matte-glass back. It also features a Ceramic Shield front that’s tougher than any smartphone glass. And it’s splash, water, and dust resistant.
ADVANCED DISPLAY — The 6.7” Super Retina XDR display with ProMotion ramps up refresh rates to 120Hz when you need exceptional graphics performance. Dynamic Island bubbles up alerts and Live Notifications. Plus, with Always-On display, your Lock Screen stays glanceable, so you don’t have to tap it to stay in the know.
GAME-CHANGING A17 PRO CHIP — A Pro-class GPU makes mobile games feel so immersive, with rich environments and realistic characters. A17 Pro is also incredibly efficient and helps to deliver amazing all-day battery life.
POWERFUL PRO CAMERA SYSTEM — Get incredible framing flexibility with 7 pro lenses. Capture super high-resolution photos with more color and detail using the 48MP Main camera. And take sharper close-ups from farther away with the 5x Telephoto camera on iPhone 15 Pro Max.
CUSTOMIZABLE ACTION BUTTON — Action button is a fast track to your favorite feature. Just set the one you want, like Silent mode, Camera, Voice Memo, Shortcut, and more. Then press and hold to launch the action.
"
